['cotacaoCompra', 'cotacaoVenda', 'dataHoraCotacao']
5.6058;5.6064;2020-08-21
5.5948;5.5954;2020-08-24
5.5991;5.5997;2020-08-25
5.5674;5.568;2020-08-26
5.595;5.5956;2020-08-27
5.4673;5.4679;2020-08-28
5.4707;5.4713;2020-08-31
5.3726;5.3732;2020-09-01
5.3735;5.3741;2020-09-02
5.3073;5.3079;2020-09-03
5.2842;5.2848;2020-09-04
5.3692;5.3698;2020-09-08
5.3018;5.3024;2020-09-09
5.293;5.2936;2020-09-10
5.2848;5.2854;2020-09-11
5.2978;5.2984;2020-09-14
5.2722;5.2728;2020-09-15
5.2526;5.2532;2020-09-16
5.2587;5.2593;2020-09-17
5.2883;5.2889;2020-09-18
5.4434;5.444;2020-09-21
5.4323;5.4329;2020-09-22
5.5305;5.5311;2020-09-23
5.5708;5.5714;2020-09-24
5.5661;5.5667;2020-09-25
5.5852;5.5858;2020-09-28
5.6521;5.6528;2020-09-29
5.6401;5.6407;2020-09-30
5.6435;5.6441;2020-10-01
5.6458;5.6464;2020-10-02
5.6293;5.6299;2020-10-05
5.5199;5.5205;2020-10-06
5.6012;5.6018;2020-10-07
5.6194;5.62;2020-10-08
5.5387;5.5393;2020-10-09
5.5854;5.5859;2020-10-13
5.5669;5.5675;2020-10-14
5.6166;5.6172;2020-10-15
5.622;5.6226;2020-10-16
5.6017;5.6023;2020-10-19
5.5824;5.583;2020-10-20
5.6;5.6006;2020-10-21
5.5814;5.582;2020-10-22
5.6114;5.612;2020-10-23
5.6322;5.6328;2020-10-26
5.6484;5.6491;2020-10-27
5.7319;5.7325;2020-10-28
5.7797;5.7803;2020-10-29
5.7712;5.7718;2020-10-30
5.6889;5.6895;2020-11-03
5.6926;5.6932;2020-11-04
5.5618;5.5624;2020-11-05
5.5307;5.5313;2020-11-06
5.2815;5.2821;2020-11-09
5.369;5.3696;2020-11-10
5.4014;5.402;2020-11-11
5.4088;5.4094;2020-11-12
5.4848;5.4854;2020-11-13
5.4192;5.4198;2020-11-16
5.3962;5.3968;2020-11-17
5.2926;5.2932;2020-11-18
5.3324;5.333;2020-11-19
5.3499;5.3505;2020-11-20
5.3822;5.3828;2020-11-23
5.4031;5.4037;2020-11-24
5.3502;5.3508;2020-11-25
5.3195;5.3201;2020-11-26
5.3488;5.3494;2020-11-27
5.3311;5.3317;2020-11-30
5.2783;5.2789;2020-12-01
5.2261;5.2267;2020-12-02
5.1619;5.1625;2020-12-03
5.17;5.1706;2020-12-04
5.1012;5.1018;2020-12-07
5.0914;5.092;2020-12-08
5.1103;5.1109;2020-12-09
5.0846;5.0852;2020-12-10
5.0685;5.0691;2020-12-11
5.0572;5.0578;2020-12-14
5.0962;5.0968;2020-12-15
5.1051;5.1057;2020-12-16
5.0606;5.0612;2020-12-17
5.098;5.0986;2020-12-18
5.1566;5.1572;2020-12-21
5.1467;5.1473;2020-12-22
5.1734;5.174;2020-12-23
5.1785;5.18;2020-12-24
5.2384;5.239;2020-12-28
5.1936;5.1942;2020-12-29
5.1961;5.1967;2020-12-30
5.1961;5.1967;2020-12-31
