['cotacaoCompra', 'cotacaoVenda', 'dataHoraCotacao']
5.0856;5.0862;2023-10-10
5.049;5.0496;2023-10-11
5.0619;5.0625;2023-10-13
5.0612;5.0618;2023-10-16
5.0378;5.0384;2023-10-17
5.0562;5.0568;2023-10-18
5.0534;5.054;2023-10-19
5.0522;5.0528;2023-10-20
5.0158;5.0164;2023-10-23
5.0059;5.0065;2023-10-24
4.9975;4.9981;2023-10-25
5.0049;5.0055;2023-10-26
4.9474;4.948;2023-10-27
5.0068;5.0074;2023-10-30
5.0569;5.0575;2023-10-31
5.0188;5.0194;2023-11-01
4.8904;4.891;2023-11-03
4.8993;4.8999;2023-11-06
4.8664;4.867;2023-11-07
4.8849;4.8855;2023-11-08
4.9001;4.9007;2023-11-09
4.9213;4.9219;2023-11-10
4.924;4.9247;2023-11-13
4.8676;4.8682;2023-11-14
4.8569;4.8575;2023-11-16
4.8843;4.8849;2023-11-17
4.8717;4.8723;2023-11-20
4.88;4.8806;2023-11-21
4.8962;4.8968;2023-11-22
4.8925;4.8931;2023-11-23
4.8921;4.8927;2023-11-24
4.8945;4.8951;2023-11-27
4.8861;4.8867;2023-11-28
4.8927;4.8933;2023-11-29
4.9349;4.9355;2023-11-30
4.9185;4.9191;2023-12-01
4.9085;4.9091;2023-12-04
4.9516;4.9522;2023-12-05
4.9025;4.9031;2023-12-06
4.8943;4.8949;2023-12-07
4.9152;4.9158;2023-12-08
4.9434;4.944;2023-12-11
4.947;4.9476;2023-12-12
4.9573;4.958;2023-12-13
4.8906;4.8912;2023-12-14
4.9391;4.9397;2023-12-15
4.9393;4.9399;2023-12-18
4.8657;4.8663;2023-12-19
4.876;4.8766;2023-12-20
4.8749;4.8755;2023-12-21
4.8613;4.8619;2023-12-22
4.8362;4.8368;2023-12-26
4.83;4.8306;2023-12-27
4.8407;4.8413;2023-12-28
4.8407;4.8413;2023-12-29
